ioc_id,ioc_ip,ioc_port,ioc,threat_desc,threat_source,threat_category,first_seen_utc,create_time,last_seen_utc
1075491,87.221.197.113,2222,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:35,1675262394,2023-01-31 17:14:34
1075492,84.108.200.161,443,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:35,1675262394,2023-01-31 13:25:35
1075493,161.142.104.187,995,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:36,1675262394,2023-01-31 13:25:36
1075494,47.21.51.138,995,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:36,1675262394,2023-01-31 17:14:35
1075495,175.139.129.94,2222,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:36,1675262394,2023-01-31 17:14:36
1075496,116.75.63.184,443,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:36,1675262394,2023-01-31 13:25:36
1075497,82.121.195.187,2222,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:36,1675262394,2023-01-31 17:14:35
1075498,88.169.33.180,2222,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:36,1675262394,2023-01-31 13:25:36
1075499,86.130.9.182,2222,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:36,1675262394,2023-01-31 17:14:35
1075500,86.96.72.139,2222,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:36,1675262394,2023-01-31 17:14:36
1075501,91.231.173.199,995,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:36,1675262394,2023-01-31 17:14:35
1075502,102.156.174.28,443,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:37,1675262394,2023-01-31 13:25:37
1075503,176.202.38.188,443,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:37,1675262394,2023-01-31 17:14:37
1075504,31.53.29.161,2222,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:37,1675262394,2023-01-31 17:14:37
1075505,119.82.122.226,443,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:37,1675262394,2023-01-31 17:14:37
1075506,151.65.168.222,443,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:37,1675262394,2023-01-31 17:14:36
1075507,47.61.70.188,2078,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:37,1675262394,2023-01-31 17:14:36
1075508,86.194.156.14,2222,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:37,1675262394,2023-01-31 17:14:36
1075509,171.97.42.67,443,QakBot,win.qakbot,TF_pr0xylife,botnet_cc,2023-01-31 13:25:38,1675262394,2023-01-31 13:25:38
1075513,68.178.206.43,80,Cobalt Strike,win.cobalt_strike,TF_drb_ra,botnet_cc,2023-01-31 14:01:54,1675262394,2023-01-31 14:01:54
1075515,3.121.125.98,80,Cobalt Strike,win.cobalt_strike,TF_drb_ra,botnet_cc,2023-01-31 14:04:10,1675262394,2023-01-31 14:04:10
1075520,103.20.221.10,80,Cobalt Strike,win.cobalt_strike,TF_drb_ra,botnet_cc,2023-01-31 14:11:33,1675262394,2023-01-31 14:11:33
1075521,43.156.232.7,2096,Cobalt Strike,win.cobalt_strike,TF_drb_ra,botnet_cc,2023-01-31 14:12:51,1675262394,2023-01-31 14:12:51
1075524,38.34.253.57,80,Cobalt Strike,win.cobalt_strike,TF_drb_ra,botnet_cc,2023-01-31 14:14:44,1675262394,2023-01-31 14:14:44
1075525,43.156.232.7,2095,Cobalt Strike,win.cobalt_strike,TF_drb_ra,botnet_cc,2023-01-31 14:14:55,1675262394,2023-01-31 14:14:55
1075528,69.176.94.39,8443,Cobalt Strike,win.cobalt_strike,TF_drb_ra,botnet_cc,2023-01-31 14:17:03,1675262394,2023-01-31 14:17:03
1075530,185.255.95.191,99,AsyncRAT,win.asyncrat,TF_abuse_ch,botnet_cc,2023-01-31 14:25:11,1675262394,2023-01-31 14:25:11
1075545,192.111.146.181,443,BumbleBee,win.bumblebee,TF_r0ny_123,botnet_cc,2023-01-31 15:41:38,1675262394,2023-01-31 17:14:39
1075547,185.206.145.96,1775,MetaStealer,win.metastealer,TF_abuse_ch,botnet_cc,2023-01-31 15:55:59,1675262394,2023-01-31 15:55:59
1075550,149.202.8.123,2404,Remcos,win.remcos,TF_abuse_ch,botnet_cc,2023-01-31 16:40:21,1675262394,2023-01-31 16:40:21
1075553,3.68.171.119,12801,NjRAT,win.njrat,TF_abuse_ch,botnet_cc,2023-01-31 17:00:26,1675262394,2023-01-31 17:00:26
1075554,52.28.247.255,12801,NjRAT,win.njrat,TF_abuse_ch,botnet_cc,2023-01-31 17:05:23,1675262394,2023-01-31 17:05:23
1075555,3.69.115.178,12801,NjRAT,win.njrat,TF_abuse_ch,botnet_cc,2023-01-31 17:10:21,1675262394,2023-01-31 17:10:21
